opportunity,plan_id,version,date,session,born,start,end,scenario,direction,condition,quality,arm_enabled,bias,doc
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,1788402718603,1788402718603,1788403797931,S2,short,sweep_reclaim,C,False,short,"{""id"": ""S2"", ""trigger"": ""Price sweeps above ONH 29218.25, then the 5m bar closes back inside below 29199.50 SWG-H\u00b75m \u2014 failed high sweep (PDH-mirror branch 2)."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29199.5, 29173.88, 29156.5], ""invalid"": ""Second consecutive 5m close above 29218.25 \u2014 no reclaim, no fade."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29218.25, ""side"": ""above""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29199.5, ""side"": ""below""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,1788402718603,1788402718603,1788403797931,S3,long,sweep_reclaim,C,False,short,"{""id"": ""S3"", ""trigger"": ""Price re-sweeps below ONL 29132.50 and the 5m bar closes back above 29141.25 SWG-L\u00b75m \u2014 low-side sweep-reclaim (long only below the 29138.50 50% line)."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29173.88, 29191.25, 29199.5], ""invalid"": ""5m close below 29132.50 \u2014 sweep becomes acceptance, long void."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29132.5, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29141.25, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v11/S4,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,2026-09-02,ASIA,1788402718603,1788402718603,1788403797931,S4,short,reject,C,False,short,"{""id"": ""S4"", ""trigger"": ""Price retests ONL 29132.50 from below and is rejected \u2014 the voided breakdown becomes a lower-high rejection and opens the waterfall path."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29113.9, 29102, 29042.75], ""invalid"": ""5m close above 29132.50 \u2014 rejection void, short void."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29132.5, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v12/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,1788403797931,1788403797931,1788405162599,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""price prints 29208.69 (VWAP+2\u03c3) and fails to hold above it; fade short from the level with a structure stop beyond the recent swing extreme"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29191.51, 29174.34, 29157.25, 29141.25], ""invalid"": ""a 5m close above 29218.25 ONH voids the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29208.69, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29208.69, ""stop"": 29237.75, ""target"": 29141.25, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v12/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,1788403797931,1788403797931,1788405162599,S2,short,reject,B,True,short,"{""id"": ""S2"", ""trigger"": ""price comes back above 29132.50 ONL and fails to hold above it; fade short from the level with a structure stop beyond the recent swing extreme"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29102, 29042.75, 29004.5], ""invalid"": ""two 5m closes above 29141.25 reclaim the zone and void the reject"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29132.5, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29132.5, ""stop"": 29161.5, ""target"": 29042.75, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v12/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,12,2026-09-02,ASIA,1788403797931,1788403797931,1788405162599,S3,long,sweep_reclaim,C,False,short,"{""id"": ""S3"", ""trigger"": ""price sweeps below 29132.50 ONL and reclaims with a 5m close above 29132.50; long with stop beyond the sweep extreme, targeting the value mean"", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29157.25, 29174.34, 29191.51], ""invalid"": ""a 5m close below 29102.00 OR-H voids the reclaim structure"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29132.5, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29132.5, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v13/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,1788405162599,1788405162599,1788412125841,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""Price touches 29199.50 SWG-H\u00b75m and rejects lower; no 5m close above the level."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29167.5, 29157.25, 29141.44, 29132.5], ""invalid"": ""5m close above 29208.39 VWAP+2\u03c3 invalidates the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29199.5, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29199.5, ""stop"": 29226, ""target"": 29132.5, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v13/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,1788405162599,1788405162599,1788412125841,S2,short,sweep_reclaim,C,False,short,"{""id"": ""S2"", ""trigger"": ""Wick above 29218.25 ONH sweeps buy stops; a 1x5m close back below 29218.25 confirms the reclaim."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29167.5, 29157.25, 29141.44, 29132.5], ""invalid"": ""5m close above 29218.25 with no lower close invalidates the sweep"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29218.25, ""side"": ""above""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29218.25, ""side"": ""below""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v13/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,13,2026-09-02,ASIA,1788405162599,1788405162599,1788412125841,S3,long,sweep_reclaim,C,False,short,"{""id"": ""S3"", ""trigger"": ""Wick below 29132.50 ONL sweeps sell stops; a 1x5m close back above 29132.50 confirms the reclaim."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29167.5, 29195, 29218.25], ""invalid"": ""5m close below 29132.50 with no higher close invalidates"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29132.5, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29132.5, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v14/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-09-02,ASIA,1788412125841,1788412125841,1788413654308,S1,short,reject,B,True,neutral,"{""id"": ""S1"", ""trigger"": ""price touches 29228.75 SWG-L\u00b75m from below and stalls"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29218.25, 29212.5, 29207.5, 29195, 29186.14], ""invalid"": ""2x5m close above 29238.95 negates the rejection"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29228.75, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29228.75, ""stop"": 29250, ""target"": 29186.14, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v14/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-09-02,ASIA,1788412125841,1788412125841,1788413654308,S2,long,sweep_reclaim,B,False,neutral,"{""id"": ""S2"", ""trigger"": ""sweep below 29017.25 RTH-L wicks out liquidity, then 1x5m close back above 29017.25"", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29132.5, 29186.14, 29207.5, 29218.25], ""invalid"": ""2x5m close below 28927.25 kills the reclaim"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29017.25, ""side"": ""below""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29017.25, ""side"": ""above""}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v14/S3,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-09-02,ASIA,1788412125841,1788412125841,1788413654308,S3,short,reject,C,False,neutral,"{""id"": ""S3"", ""trigger"": ""price touches 29132.50 ONL from below and stalls"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29098.88, 29017.25], ""invalid"": ""2x5m close back above 29132.50 reclaims the break"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29132.5, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v14/S4,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,14,2026-09-02,ASIA,1788412125841,1788412125841,1788413654308,S4,short,reject,B,True,neutral,"{""id"": ""S4"", ""trigger"": ""retest of 29255.00 PDH from below stalls"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29235, 29228.75, 29218.25, 29212.5, 29207.5], ""invalid"": ""2x5m close above 29275.25 breaks the high"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29255, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29255, ""stop"": 29275.25, ""target"": 29214.5, ""wait_confirm"": true}}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v15/S1,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,2026-09-02,ASIA,1788413654308,1788413654308,1788418800000,S1,short,reject,C,False,short,"{""id"": ""S1"", ""trigger"": ""Price retraces to 29113.90 pdVWAP after the ONL sweep and rejects; enter short on touch. Structure stop beyond VWAP\u22121\u03c3 at 29142.04. Invalidation on 5m close above 29132.50."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29075, 29017.25, 28927.25], ""invalid"": ""5m close above 29132.50 invalidates the fade."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29113.9, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v15/S2,2026-09-02:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,15,2026-09-02,ASIA,1788413654308,1788413654308,1788418800000,S2,short,reject,C,False,short,"{""id"": ""S2"", ""trigger"": ""Price retests 29075 ONL from below and rejects; enter short on touch."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29017.25, 28927.25], ""invalid"": ""Recovery above 29107.02 VWAP\u22122\u03c3 voids the rejection."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29075, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S1,2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,LONDON,1788417293723,1788418800000,1788441344050,S1,short,reject,C,False,short,"{""id"": ""S1"", ""trigger"": ""Rally into 29204.25 SWG-H\u00b75m; first touch of prior 5m supply after the fast decline."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29173.56, 29162.5, 29139.1], ""invalid"": ""5m close above 29228.75 voids the rejection"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29204.25, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S2,2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,LONDON,1788417293723,1788418800000,1788441344050,S2,long,sweep_reclaim,C,False,short,"{""id"": ""S2"", ""trigger"": ""Sweep of 29075.00 ONL and a 1m MSS back above it; the only legal long below the dealing-range half."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29139.1, 29162.5, 29173.56], ""invalid"": ""1m close below 29017.25 after the sweep"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29075, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29075, ""side"": ""above""}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S1,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,NY,1788440719635,1788442200000,1788443105993,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""First touch of 29259.67 VWAP+2\u03c3 with a 5m/15m rejection candle after the 66pt fast move; fade the extended premium above value."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29219.2, 29209.25, 29178.73], ""invalid"": ""5m close above 29259.67 voids the fade"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29259.67, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29259.67, ""stop"": 29289, ""target"": 29178.73, ""wait_confirm"": true}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S2,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,NY,1788440719635,1788442200000,1788443105993,S2,long,breakout_retest,C,False,short,"{""id"": ""S2"", ""trigger"": ""5m close above 29259.67 VWAP+2\u03c3, then successful retest of 29259.67 holds as support."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29293], ""invalid"": ""5m close back below 29259.67 voids the retest"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29259.67, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v1/S3,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,2026-09-03,NY,1788440719635,1788442200000,1788443105993,S3,short,sweep_reclaim,A,False,short,"{""id"": ""S3"", ""trigger"": ""Sweep of 29293.00 ONH (stops above the 04:00 1h high), then 1m MSS back inside."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29259.67, 29219.2, 29178.73], ""invalid"": ""5m close above 29293.00 keeps the breakout alive"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29293, ""side"": ""above""}, ""quality"": ""A"", ""confirm2"": {""rule"": ""1m_mss"", ""ref_price"": 29293, ""side"": ""below""}}"
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S1,2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,LONDON,1788441344050,1788441344050,1788442200000,S1,short,reject,B,True,neutral,"{""id"": ""S1"", ""trigger"": ""Price touches 29219.97 VWAP+1\u03c3 and rejects; re-test of consumed level."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29179.57, 29144.5], ""invalid"": ""5m close above 29255.00 invalidates this short"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29219.97, ""side"": ""above""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29219.97, ""stop"": 29255, ""target"": 29144.5, ""wait_confirm"": true}}"
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S2,2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,LONDON,1788441344050,1788441344050,1788442200000,S2,short,sweep_reclaim,C,False,neutral,"{""id"": ""S2"", ""trigger"": ""Price sweeps above 29293.00 ONH then 5m closes back below."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29255, 29219.97], ""invalid"": ""5m close above 29293.00 invalidates this sweep_reclaim"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29293, ""side"": ""above""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29293, ""side"": ""below""}}"
2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S3,2026-09-03:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,LONDON,1788441344050,1788441344050,1788442200000,S3,long,sweep_reclaim,C,False,neutral,"{""id"": ""S3"", ""trigger"": ""Price sweeps below 29075.00 ONL then 5m closes back above."", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29144.5, 29179.57], ""invalid"": ""5m close below 29075.00 invalidates this sweep_reclaim"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29075, ""side"": ""below""}, ""quality"": ""C"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29075, ""side"": ""above""}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S1,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,NY,1788443105993,1788443105993,1788444931491,S1,short,reject,B,True,short,"{""id"": ""S1"", ""trigger"": ""A retest of 29285.00 OR-H stalls after the 08:30 failure; short the touch."", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29233.08, 29222.75, 29144.5], ""invalid"": ""A 5m close above 29293.00 ONH voids the fade."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29285, ""side"": ""below""}, ""quality"": ""B"", ""arm"": {""enabled"": true, ""entry"": 29285, ""stop"": 29340, ""target"": 29144.5, ""wait_confirm"": true}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S2,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,NY,1788443105993,1788443105993,1788444931491,S2,long,reject,B,False,short,"{""id"": ""S2"", ""trigger"": ""First touch of 29144.50 Demand\u00b71h after a flush toward 29075.00 ONL; long the touch."", ""condition"": ""reject"", ""direction"": ""long"", ""target_chain"": [29209.25, 29233.08, 29255], ""invalid"": ""A 5m close below 29075.00 ONL invalidates the demand fade."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29144.5, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v2/S3,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,2026-09-03,NY,1788443105993,1788443105993,1788444931491,S3,short,sweep_reclaim,A,False,short,"{""id"": ""S3"", ""trigger"": ""A wick through 29293.00 ONH that closes back below 29285.00 on 5m triggers a short sweep-reclaim."", ""condition"": ""sweep_reclaim"", ""direction"": ""short"", ""target_chain"": [29255, 29233.08, 29144.5], ""invalid"": ""A 5m close above 29498.50 OB(bear)\u00b71h voids the play."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29293, ""side"": ""above""}, ""quality"": ""A"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29285, ""side"": ""below""}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S1,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-03,NY,1788444931491,1788444931491,1788446673127,S1,long,reclaim,C,False,long,"{""id"": ""S1"", ""trigger"": ""ISM flush low 29250 held above PDH 29255; a 5m close back above 29285.00 OR-H triggers a reclaim of the overnight high"", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29293, 29351.05], ""invalid"": ""A 5m close below 29255.00 after the trigger negates the reclaim and opens S3"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29285, ""side"": ""above""}, ""quality"": ""C""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S2,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-03,NY,1788444931491,1788444931491,1788446673127,S2,short,reject,A,True,long,"{""id"": ""S2"", ""trigger"": ""Rally into 29351.05 VWAP+2\u03c3; first touch is a fade with stop 29418.75 above the 08:45 high 29375.25"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29285, 29255, 29222.75, 29209.25], ""invalid"": ""A 1x5m close above 29418.75 invalidates the fade; a 5m close above 29351.05 before fill cancels it"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29351.05, ""side"": ""below""}, ""quality"": ""A"", ""arm"": {""enabled"": true, ""entry"": 29351.05, ""stop"": 29418.75, ""target"": 29209.25, ""wait_confirm"": true}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S3,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-03,NY,1788444931491,1788444931491,1788446673127,S3,short,reject,C,False,long,"{""id"": ""S3"", ""trigger"": ""A 5m close below 29255.00 PDH flips the tape; the first pullback that touches 29255.00 is a failed retest and is sold"", ""condition"": ""reject"", ""direction"": ""short"", ""target_chain"": [29222.75, 29217.09, 29209.25], ""invalid"": ""A 1x5m close back above 29255.00 negates the failed retest"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29255, ""side"": ""below""}, ""quality"": ""C""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v3/S4,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,2026-09-03,NY,1788444931491,1788444931491,1788446673127,S4,long,sweep_reclaim,B,False,long,"{""id"": ""S4"", ""trigger"": ""Deep flush sweeps 29075.00 ONL, then a 5m close back above it signals the reclaim"", ""condition"": ""sweep_reclaim"", ""direction"": ""long"", ""target_chain"": [29150.11, 29217.09, 29255], ""invalid"": ""A 5m close below 29017.25 extends the sweep and cancels the reclaim"", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29075, ""side"": ""above""}, ""quality"": ""B"", ""confirm2"": {""rule"": ""1x5m_close"", ""ref_price"": 29075, ""side"": ""above""}}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S1,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-03,NY,1788446673127,1788446673127,1788448485993,S1,long,breakout_retest,A,False,long,"{""id"": ""S1"", ""trigger"": ""Pullback retest at 29260.00 SWG-H\u00b75m; a 5m close back above 29285.00 triggers the long."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29303.68, 29346.88, 29375.25], ""invalid"": ""A 5m close below 29260.00 cancels S1; then the 29222.75 OR-L bid is the next long reference."", ""confirm"": {""rule"": ""touch"", ""ref_price"": 29260, ""side"": ""above""}, ""quality"": ""A""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S2,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-03,NY,1788446673127,1788446673127,1788448485993,S2,long,breakout_retest,A,False,long,"{""id"": ""S2"", ""trigger"": ""Momentum long: 5m close above 29303.68 VWAP+1\u03c3; wait for a small pullback that holds 29293.00 and re-enter long."", ""condition"": ""breakout_retest"", ""direction"": ""long"", ""target_chain"": [29346.88, 29375.25], ""invalid"": ""A 5m close below 29293.00 invalidates the breakout retest."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29303.68, ""side"": ""above""}, ""quality"": ""A""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v4/S3,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,2026-09-03,NY,1788446673127,1788446673127,1788448485993,S3,long,reclaim,B,False,long,"{""id"": ""S3"", ""trigger"": ""Defensive long: only if price liquidates below 29260.00 and sweeps 29222.75 OR-L, then a 5m close back above 29222.75 is the reclaim."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29260, 29303.68, 29346.88], ""invalid"": ""A 5m close below 29209.25 Supply\u00b71h kills the reclaim; next lower reference is 29144.50 Demand\u00b71h."", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29222.75, ""side"": ""above""}, ""quality"": ""B""}"
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v5/S1,2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,2026-09-03,NY,1788448485993,1788448485993,1788450597593,S1,long,reclaim,B,False,long,"{""id"": ""S1"", ""trigger"": ""Reclaim/hold of EQL\u00b715m 29435.75 after first touch; acceptance above opens EQH\u00b715m 29445.50 then EQL\u00b71h 29455.00."", ""condition"": ""reclaim"", ""direction"": ""long"", ""target_chain"": [29445.5, 29455], ""invalid"": ""5m close below 29406.28"", ""confirm"": {""rule"": ""1x5m_close"", ""ref_price"": 29435.75, ""side"": ""above""}, ""quality"": ""B""}"
