plan_rowid,plan_id,version,session,scenario,condition,evaluations,met_flips,record_supported_met_flips,arm_confirm_flips,validation_pass_flips,first_changed_decision,coverage
157,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,sweep_reclaim,2,0,0,0,0,,retained_tape_replay
157,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,reject,2,0,0,0,0,,retained_tape_replay
157,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,reject,2,2,2,0,0,34624,retained_tape_replay
158,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S1,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
158,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S2,hold,0,0,0,0,0,,NOT_REPLAYED
158,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S3,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
159,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S1,sweep_reclaim,29,0,0,0,0,,retained_tape_replay
159,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S2,breakout_retest,29,0,0,0,0,,retained_tape_replay
159,2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S3,reject,29,0,0,0,0,,retained_tape_replay
162,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S1,sweep_reclaim,12,0,0,0,0,,retained_tape_replay
162,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S2,reject,12,0,0,0,0,,retained_tape_replay
162,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S3,breakout_retest,12,0,0,0,0,,retained_tape_replay
162,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S4,sweep_reclaim,12,0,0,0,0,,retained_tape_replay
163,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S1,breakdown_continue,128,0,0,0,22,,retained_tape_replay
163,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S2,sweep_reclaim,128,1,0,0,0,34787,retained_tape_replay
163,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S3,reject,128,0,0,0,0,,retained_tape_replay
164,2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
165,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S0,hold,0,0,0,0,0,,NOT_REPLAYED
166,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,reject,23,0,0,0,0,,retained_tape_replay
166,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,reject,23,0,0,0,0,,retained_tape_replay
166,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,breakout_retest,23,0,0,0,0,,retained_tape_replay
166,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S4,reject,23,0,0,0,0,,retained_tape_replay
167,2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S0,hold,0,0,0,0,0,,NOT_REPLAYED
168,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S0,hold,0,0,0,0,0,,NOT_REPLAYED
169,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S0,hold,0,0,0,0,0,,NOT_REPLAYED
170,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,reject,54,0,0,0,0,,retained_tape_replay
170,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,reject,54,0,0,0,0,,retained_tape_replay
170,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S3,sweep_reclaim,54,0,0,0,0,,retained_tape_replay
171,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,sweep_reclaim,13,0,0,0,0,,retained_tape_replay
171,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S2,reclaim,13,0,0,0,0,,retained_tape_replay
171,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S3,reject,13,0,0,0,0,,retained_tape_replay
172,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,reject,0,0,0,0,0,,NOT_REPLAYED
172,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
172,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
172,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S4,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
173,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S1,breakout_retest,21,0,0,0,0,,retained_tape_replay
173,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S2,sweep_reclaim,21,0,0,0,0,,retained_tape_replay
173,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S3,reject,21,0,0,0,0,,retained_tape_replay
173,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S4,sweep_reclaim,21,0,0,0,0,,retained_tape_replay
174,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S1,hold,5,0,0,0,0,,retained_tape_replay
174,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S2,reject,5,0,0,0,0,,retained_tape_replay
174,2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S3,reject,5,0,0,0,0,,retained_tape_replay
175,2026-08-31:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
176,2026-08-31:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
177,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S0,hold,0,0,0,0,0,,NOT_REPLAYED
178,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,reject,56,0,0,0,0,,retained_tape_replay
178,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,reject,56,0,0,0,0,,retained_tape_replay
178,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,sweep_reclaim,56,0,0,0,0,,retained_tape_replay
179,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S1,acceptance,15,0,0,0,0,,retained_tape_replay
179,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S2,reject,15,0,0,0,0,,retained_tape_replay
180,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S1,reject,21,0,0,0,0,,retained_tape_replay
180,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S2,sweep_reclaim,21,0,0,0,0,,retained_tape_replay
180,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S3,reject,21,0,0,0,0,,retained_tape_replay
181,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S1,breakdown_continue,24,0,0,0,0,,retained_tape_replay
181,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S2,sweep_reclaim,24,0,0,0,0,,retained_tape_replay
181,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S3,reject,24,0,0,0,0,,retained_tape_replay
182,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S1,reject,17,0,0,0,0,,retained_tape_replay
182,2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S2,reject,17,0,0,0,0,,retained_tape_replay
183,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S1,breakdown_continue,11,1,1,0,1,35691,retained_tape_replay
183,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S2,reject,11,0,0,0,0,,retained_tape_replay
183,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,reject,11,0,0,0,0,,retained_tape_replay
183,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S4,sweep_reclaim,11,0,0,0,0,,retained_tape_replay
184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,reject,9,0,0,0,0,,retained_tape_replay
184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,reject,9,0,0,0,0,,retained_tape_replay
184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S3,sweep_reclaim,9,0,0,0,0,,retained_tape_replay
184,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S4,reclaim,9,0,0,0,0,,retained_tape_replay
185,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,reject,12,0,0,0,0,,retained_tape_replay
185,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,reject,12,0,0,0,0,,retained_tape_replay
186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,reject,62,0,0,0,0,,retained_tape_replay
186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S2,reject,62,0,0,0,0,,retained_tape_replay
186,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S3,sweep_reclaim,62,0,0,0,0,,retained_tape_replay
187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,reject,48,0,0,0,0,,retained_tape_replay
187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,reject,48,0,0,0,0,,retained_tape_replay
187,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,sweep_reclaim,48,0,0,0,0,,retained_tape_replay
188,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
189,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
190,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
191,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,S0,hold,0,0,0,0,0,,NOT_REPLAYED
192,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S1,sweep_reclaim,4,0,0,0,0,,retained_tape_replay
192,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,S2,breakout_retest,4,0,0,0,0,,retained_tape_replay
193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S1,sweep_reclaim,19,0,0,0,0,,retained_tape_replay
193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S2,reject,19,0,0,0,0,,retained_tape_replay
193,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,S3,reclaim,19,0,0,0,0,,retained_tape_replay
194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S1,reject,7,0,0,0,0,,retained_tape_replay
194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S2,reclaim,7,0,0,0,0,,retained_tape_replay
194,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,S3,reject,7,0,0,0,0,,retained_tape_replay
195,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S1,sweep_reclaim,0,0,0,0,0,,NOT_REPLAYED
195,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S2,reclaim,0,0,0,0,0,,NOT_REPLAYED
195,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,S3,breakout_retest,0,0,0,0,0,,NOT_REPLAYED
196,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S1,sweep_reclaim,6,0,0,0,0,,retained_tape_replay
196,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,S2,reclaim,6,0,0,0,0,,retained_tape_replay
197,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,S0,hold,0,0,0,0,0,,NOT_REPLAYED
198,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S1,sweep_reclaim,4,0,0,0,0,,retained_tape_replay
198,2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,S2,reject,4,0,0,0,0,,retained_tape_replay
199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S1,sweep_reclaim,3,0,0,0,0,,retained_tape_replay
199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S2,breakout_retest,3,0,0,0,0,,retained_tape_replay
199,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,S3,reject,3,0,0,0,0,,retained_tape_replay
200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S1,hold,8,0,0,0,0,,retained_tape_replay
200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S2,reclaim,8,1,1,0,0,36329,retained_tape_replay
200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S3,breakout_retest,8,0,0,0,0,,retained_tape_replay
200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S4,reject,8,0,0,0,0,,retained_tape_replay
200,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,S5,sweep_reclaim,8,0,0,0,0,,retained_tape_replay
201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S1,reclaim,6,0,0,0,0,,retained_tape_replay
201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S2,sweep_reclaim,6,0,0,0,0,,retained_tape_replay
201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S3,reject,6,0,0,0,0,,retained_tape_replay
201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S4,breakout_retest,6,0,0,0,0,,retained_tape_replay
201,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,S5,reject,6,0,0,0,0,,retained_tape_replay
202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S1,reject,8,0,0,0,0,,retained_tape_replay
202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S2,sweep_reclaim,8,0,0,0,0,,retained_tape_replay
202,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,S3,reject,8,0,0,0,0,,retained_tape_replay
203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S1,sweep_reclaim,5,0,0,0,0,,retained_tape_replay
203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S2,reclaim,5,0,0,0,0,,retained_tape_replay
203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,reject,5,0,0,0,0,,retained_tape_replay
203,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S4,reject,5,0,0,0,0,,retained_tape_replay
204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S1,reject,4,0,0,0,0,,retained_tape_replay
204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S2,reject,4,0,0,0,0,,retained_tape_replay
204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S3,sweep_reclaim,4,0,0,0,0,,retained_tape_replay
204,2026-09-02:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,S4,breakout_retest,4,0,0,0,0,,retained_tape_replay
205,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,sweep_reclaim,18,0,0,0,0,,retained_tape_replay
205,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,breakout_retest,18,0,0,0,0,,retained_tape_replay
205,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S3,reclaim,18,2,0,0,0,36380,retained_tape_replay
206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,reclaim,8,0,0,0,0,,retained_tape_replay
206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,sweep_reclaim,8,0,0,0,0,,retained_tape_replay
206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S3,breakout_retest,8,0,0,0,0,,retained_tape_replay
206,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S4,reject,8,0,0,0,0,,retained_tape_replay
207,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,reject,12,0,0,0,0,,retained_tape_replay
207,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S2,reject,12,0,0,0,0,,retained_tape_replay
208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,reclaim,5,0,0,0,0,,retained_tape_replay
208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,reject,5,0,0,0,0,,retained_tape_replay
208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,sweep_reclaim,5,0,0,0,0,,retained_tape_replay
208,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S4,breakout_retest,5,0,0,0,0,,retained_tape_replay
209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S1,reclaim,15,0,0,0,0,,retained_tape_replay
209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S2,hold,15,1,1,0,0,36432,retained_tape_replay
209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S3,breakout_retest,15,0,0,0,0,,retained_tape_replay
209,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,S4,sweep_reclaim,15,0,0,0,0,,retained_tape_replay
210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S1,sweep_reclaim,14,0,0,0,0,,retained_tape_replay
210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S2,reclaim,14,1,1,0,0,36447,retained_tape_replay
210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S3,breakout_retest,14,0,0,0,0,,retained_tape_replay
210,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,S4,reject,14,0,0,0,0,,retained_tape_replay
211,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,S1,reclaim,19,0,0,0,0,,retained_tape_replay
211,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,NY,S2,reject,19,0,0,0,0,,retained_tape_replay
212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,NY,S1,sweep_reclaim,18,0,0,0,0,,retained_tape_replay
212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,NY,S2,breakout_retest,18,0,0,0,0,,retained_tape_replay
212,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,NY,S3,reject,18,0,0,0,0,,retained_tape_replay
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,NY,S1,reject,13,0,0,0,0,,retained_tape_replay
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,NY,S2,sweep_reclaim,13,0,0,0,0,,retained_tape_replay
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,NY,S3,reject,13,0,0,0,0,,retained_tape_replay
213,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,NY,S4,reject,13,0,0,0,0,,retained_tape_replay
214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,NY,S1,reclaim,13,2,2,0,0,36512,retained_tape_replay
214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,NY,S2,reject,13,0,0,0,0,,retained_tape_replay
214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,NY,S3,sweep_reclaim,13,0,0,0,0,,retained_tape_replay
214,2026-09-02:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,11,NY,S4,reject,13,0,0,0,0,,retained_tape_replay
