pid,ver,sess,td,lc,sid,cond,dirn,q,arm_en,e,sl,tp,tc,wc,entry_mode,sl_pts,tp_field
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-27,active,S2,sweep_reclaim,short,B,False,,,,"[29521.5, 29499.75, 29468.08]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-27,active,S3,breakout_retest,long,B,False,,,,"[29526, 29532, 29539.38]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-27,active,S4,breakout_retest,short,C,False,,,,"[29457.25, 29448.75]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-27,active,S1,breakout_retest,long,B,False,,,,"[29655.75, 29670.62]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-27,active,S2,breakout_retest,long,B,False,,,,[29670.62],,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-27,active,S3,sweep_reclaim,short,A,False,,,,"[29631, 29619.5, 29583.53]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-27,active,S1,sweep_reclaim,short,A,False,,,,"[29635, 29619.5, 29591.45, 29586.88]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-27,active,S2,acceptance,short,C,False,,,,"[29591.45, 29586.88, 29531.98]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-27,active,S3,reject,short,C,False,,,,"[29586.88, 29531.98]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-27,active,S1,reject,short,B,False,,,,"[29541.12, 29536.17, 29499.75]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-27,active,S2,sweep_reclaim,short,A,False,,,,"[29619.5, 29597.25, 29536.17]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-27,active,S3,breakout_retest,short,B,False,,,,"[29499.75, 29475.09]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,2026-08-27,active,S1,reject,short,B,False,,,,"[29499.75, 29486.95, 29468]",,,,
2026-08-27:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,LONDON,2026-08-27,active,S2,acceptance,short,B,False,,,,"[29468, 29457.25, 29452.75]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-27,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-27,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-27,active,S1,sweep_reclaim,short,A,False,,,,"[29547.39, 29537.91, 29499.75]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-27,active,S2,reject,short,C,False,,,,"[29547.39, 29537.91, 29499.75]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-27,active,S3,acceptance,short,C,False,,,,"[29537.91, 29499.75]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-27,active,S1,reject,short,A,True,29611.41,29638,29557.15,"[29557.15, 29502.88, 29499.75]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-27,active,S2,sweep_reclaim,short,B,False,,,,"[29611.41, 29557.15, 29502.88]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-27,active,S3,reject,short,B,False,,,,"[29541.12, 29502.88, 29499.75]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-27,active,S1,sweep_reclaim,long,A,False,,,,"[29575.25, 29589.5, 29611.04]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-27,active,S2,breakout_retest,long,B,False,,,,"[29589.5, 29611.04]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-27,active,S3,reject,short,B,False,,,,"[29575.25, 29548.74, 29526]",,,,
2026-08-27:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-27,active,S4,sweep_reclaim,long,B,False,,,,"[29548.74, 29575.25, 29589.5]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-28,active,S1,reject,short,B,True,29640,29650,29619.5,"[29619.5, 29591.5, 29576.5]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-28,active,S2,sweep_reclaim,short,B,True,29676,29712.5,29642,"[29642, 29619.5, 29591.5]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-28,active,S3,breakout_retest,short,B,True,29589,29598,29576.5,"[29576.5, 29424]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-28,active,S1,sweep_reclaim,short,A,True,29642,29658,29606.02,"[29620, 29606.02, 29577.75]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-28,active,S2,acceptance,short,B,False,,,,"[29541.12, 29424]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-28,active,S3,sweep_reclaim,long,B,False,,,,"[29577.75, 29606.02]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-28,active,S1,reject,short,B,True,29662.13,29678.25,29577.75,"[29577.75, 29541.12]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-28,active,S2,sweep_reclaim,short,A,True,29707.5,29722.62,29678.25,"[29678.25, 29577.75, 29541.12]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-28,active,S3,breakout_retest,short,B,True,29577.75,29619.5,29490.88,"[29541.12, 29490.88]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-28,active,S4,sweep_reclaim,long,B,True,29402.25,29370.25,29490.88,"[29490.88, 29541.12]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-28,active,S1,sweep_reclaim,short,A,False,,,,"[29653.25, 29644.38, 29577.75]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-28,active,S2,breakout_retest,long,B,True,29682,29663,29722.62,"[29707.5, 29715.75, 29722.62]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-28,active,S3,sweep_reclaim,short,A,False,,,,"[29678.25, 29653.25, 29577.75]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,LONDON,2026-08-28,active,S4,breakout_retest,short,B,True,29574,29592,29490.88,"[29490.88, 29424, 29402.25]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-28,active,S1,reject,short,B,True,29640.5,29659.5,29597.25,"[29637.04, 29633.5, 29623, 29606.4, 29597.25]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-28,active,S2,sweep_reclaim,short,C,False,,,,"[29653.25, 29642, 29633.5, 29623]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,LONDON,2026-08-28,active,S3,breakout_retest,short,C,False,,,,"[29606.4, 29597.25, 29577.75]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-28,active,S1,sweep_reclaim,short,A,True,29702,29726.7,29644.38,"[29663.45, 29644.38, 29577.75]",True,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-28,active,S2,reject,short,B,True,29663.45,29684,29620,"[29644.38, 29577.75]",,,,
2026-08-28:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,LONDON,2026-08-28,active,S3,sweep_reclaim,long,B,True,29541.12,29506,29644.38,"[29577.75, 29644.38]",True,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-28,active,S1,reject,short,B,True,29700,29722.62,29636.13,"[29678.25, 29644.38, 29636.13]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-28,active,S2,breakout_retest,short,B,True,29574,29594,29514.5,"[29541.12, 29514.5]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-28,active,S3,breakout_retest,long,B,True,29710,29685,29848.75,"[29722.62, 29848.75]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-28,active,S4,sweep_reclaim,long,B,True,29410,29385,29490.88,"[29424, 29490.88, 29514.5]",True,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-28,dormant,S1,sweep_reclaim,short,B,False,,,,"[29678.25, 29660.45, 29642, 29637.5]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-28,dormant,S2,breakout_retest,long,B,False,,,,"[29715.75, 29722.62, 29848.75]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-28,dormant,S3,breakout_retest,short,B,False,,,,"[29562.5, 29541.12, 29490.88, 29402.25]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-28,dormant,S1,reject,short,B,True,29631.14,29676,29532,"[29562.5, 29541.12, 29532]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-28,dormant,S2,reject,short,C,False,,,,"[29541.12, 29532, 29514.5]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-28,dormant,S3,sweep_reclaim,short,B,False,,,,"[29631.14, 29562.5, 29541.12]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-28,active,S1,reject,short,B,True,29767.5,29821.75,29654,"[29707.5, 29657.39, 29642, 29577.75]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-28,active,S2,breakout_retest,short,B,False,,,,"[29642, 29577.75, 29562.5, 29541.12]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-28,active,S3,sweep_reclaim,long,C,False,,,,"[29424, 29642]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-28,active,S1,sweep_reclaim,long,B,False,,,,"[29555.56, 29572.69, 29588.25]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-28,active,S2,reject,long,B,True,29480,29430,29588.25,"[29555.56, 29572.69, 29588.25]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-28,active,S3,reject,short,A,True,29586.25,29636.25,29479.5,"[29555.56, 29502.88, 29479.5]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-28,active,S1,sweep_reclaim,long,A,True,29464.25,29420,29562,"[29495, 29502.88, 29532.67, 29562]",True,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-28,active,S2,hold,long,B,False,,,,"[29464.25, 29495, 29502.88]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-28,active,S3,breakout_retest,long,B,False,,,,"[29502.88, 29532.67, 29549]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-28,active,S1,sweep_reclaim,long,B,False,,,,"[29512, 29531.05, 29549]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-28,active,S2,breakout_retest,long,B,False,,,,"[29573.96, 29577.75, 29592.5]",,,,
2026-08-28:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-28,active,S3,reject,short,C,False,,,,"[29549, 29531.05, 29512]",,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-30,no_trade,S1,sweep_reclaim,long,B,False,,,,"[29509.5, 29514.5, 29521.5, 29543.5]",,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-30,no_trade,S2,reject,long,B,True,29494.38,29472.38,29543.5,"[29502.88, 29509.5, 29514.5, 29521.5, 29543.5]",True,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-30,no_trade,S3,breakout_retest,long,B,False,,,,"[29514.5, 29521.5, 29543.5]",,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-30,no_trade,S4,sweep_reclaim,long,A,True,29437,29414.75,29509.5,"[29494.38, 29502.88, 29509.5]",True,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-30,no_trade,S1,breakdown_continue,short,C,False,,,,"[29357.25, 29335.5, 29310]",,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-30,no_trade,S2,sweep_reclaim,long,B,True,29371.5,29350,29420,"[29379.45, 29396.75, 29414.21, 29420]",True,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-30,no_trade,S3,reject,short,B,True,29414.21,29440,29357.25,"[29396.75, 29371.5, 29357.25]",,,,
2026-08-30:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-08-30,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-08-31,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-08-31,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-08-31,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-31,active,S1,reject,long,B,True,29437,29416,29498.5,"[29498.5, 29509.5, 29543.5]",,,,
2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-31,active,S2,reject,long,B,True,29398.52,29378.02,29498.5,"[29437, 29498.5]",,,,
2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-31,active,S3,breakout_retest,long,B,False,,,,"[29543.5, 29574.38, 29811.75]",,,,
2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,LONDON,2026-08-31,active,S4,reject,short,C,False,,,,"[29633.25, 29574.38, 29543.5]",,,,
2026-08-31:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,LONDON,2026-08-31,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,2026-08-31,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,2026-08-31,no_trade,S0,hold,long,B,False,,,,,,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-31,active,S1,reject,short,B,True,29351.47,29408.52,29280.88,"[29280.88, 29273.5]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-31,active,S2,reject,short,A,True,29437,29479.75,29351.47,"[29408.52, 29351.47]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,2026-08-31,active,S3,sweep_reclaim,long,B,False,,,,"[29408.52, 29417, 29437]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-31,active,S1,sweep_reclaim,long,B,True,29413,29363.25,29517,"[29432.25, 29459.08, 29517]",True,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-31,active,S2,reclaim,long,B,False,,,,"[29459.08, 29517]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,2026-08-31,active,S3,reject,short,B,True,29459.08,29489.75,29397.5,"[29432.25, 29417, 29413, 29397.5]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-31,active,S1,reject,long,B,False,,,,"[29432.75, 29459.03, 29517]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-31,active,S2,breakout_retest,long,B,False,,,,"[29459.03, 29517]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-31,active,S3,sweep_reclaim,long,B,True,29417,29387,29517,"[29432.75, 29459.03, 29517]",True,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,2026-08-31,active,S4,sweep_reclaim,short,B,False,,,,"[29517, 29459.03]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-31,active,S1,breakout_retest,long,B,False,,,,"[29458.38, 29517, 29543.5]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-31,active,S2,sweep_reclaim,long,C,False,,,,"[29443.25, 29458.38, 29517]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-31,active,S3,reject,short,B,True,29458.38,29482.5,29394.75,"[29443.25, 29432.25, 29417, 29394.75]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,NY,2026-08-31,active,S4,sweep_reclaim,short,C,False,,,,"[29458.38, 29443.25, 29432.25]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-31,active,S1,hold,long,B,False,,,,"[29432.25, 29445.5]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-31,active,S2,reject,long,B,True,29410.98,29363.72,29517,"[29432.25, 29445.5, 29517]",,,,
2026-08-31:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,NY,2026-08-31,active,S3,reject,short,C,False,,,,"[29432.25, 29422.25, 29410.98]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,ASIA,2026-09-01,no_trade,S0,hold,long,B,False,,,,,,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,ASIA,2026-09-01,no_trade,S0,hold,long,B,False,,,,,,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,ASIA,2026-09-01,no_trade,S0,hold,long,B,False,,,,,,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,ASIA,2026-09-01,no_trade,S0,hold,long,B,False,,,,,,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-09-01,active,S1,sweep_reclaim,long,B,False,,,,"[29062.75, 29072.75, 29103]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,ASIA,2026-09-01,active,S2,breakout_retest,long,C,False,,,,"[29072.75, 29103, 29113.23]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-09-01,active,S1,sweep_reclaim,long,A,True,29035.25,29018,29071.41,"[29071.41, 29113.23, 29133, 29171.25]",True,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-09-01,active,S2,reject,long,B,True,29040.61,29020,29113.23,"[29071.41, 29113.23]",True,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,6,ASIA,2026-09-01,active,S3,reclaim,long,B,False,,,,"[29113.23, 29133, 29171.25]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-09-01,active,S1,reject,long,A,True,29044,29025,29099.85,"[29068.05, 29099.85]",True,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-09-01,active,S2,reclaim,long,C,False,,,,"[29068.05, 29099.85]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,7,ASIA,2026-09-01,active,S3,reject,long,B,True,29068.05,29044,29131.66,"[29099.85, 29113.23]",True,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-09-01,active,S1,sweep_reclaim,long,B,False,,,,"[29058.75, 29065.3, 29085, 29097.88]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-09-01,active,S2,reclaim,long,B,False,,,,"[29065.3, 29085, 29097.88, 29113.23]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,8,ASIA,2026-09-01,active,S3,breakout_retest,long,B,False,,,,"[29113.23, 29130.45, 29171.25]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-09-01,active,S1,sweep_reclaim,long,B,False,,,,"[29058.75, 29065.05, 29085, 29096.67]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,9,ASIA,2026-09-01,active,S2,reclaim,long,B,False,,,,"[29096.67, 29113.23, 29128.29, 29171.25]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-09-01,active,S1,sweep_reclaim,long,B,False,,,,"[29058.75, 29091, 29113.23]",,,,
2026-09-01:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,10,ASIA,2026-09-01,active,S2,reject,short,B,True,29317.25,29342,29212.5,"[29212.5, 29171.25, 29124.64]",True,,,
2026-09-01:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,LONDON,2026-09-01,no_trade,S0,hold,long,B,False,,,,,,,,
