t0,session,day,label,fam,grade,mgrade,instr,px,first,n_eps,hold,brk,amb,dist,mfe1,mae1
1788195535000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,magnet_meanrevert,29358.24,untouched,0,0,0,0,81.5099999999984,0,0
1788195535000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,react_zone,29397.5,hold,2,1,0,1,42.25,9.25,-19.75
1788195535000,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,react_zone,29413.0,break,5,0,3,2,26.75,21.0,-12.25
1788195535000,NY,2026-08-31,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29459.08,ambiguous_horizon,4,2,1,1,19.330000000001746,2.6699999999982538,-17.080000000001746
1788197409000,NY,2026-08-31,VWAP,VWAP*,A,A,anchor/fade; flip line,29409.25,break,3,0,2,1,12.0,23.5,-5.25
1788197409000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,death line/downside target,29359.48,untouched,0,0,0,0,37.77000000000044,0,0
1788197409000,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,breakout-retest trigger,29432.75,break,4,1,2,1,35.5,23.75,-10.5
1788197409000,NY,2026-08-31,VWAP+1σ,VWAP*,A,A,magnet target,29459.03,ambiguous_horizon,4,2,1,1,61.779999999998836,2.720000000001164,-17.029999999998836
1788198829000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,long reversal on sweep_reclaim,29394.75,ambiguous_horizon,1,0,0,1,58.5,12.25,-11.75
1788198829000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,death line below; long invalidation,29388.25,hold,1,1,0,0,65.0,1.5,-18.25
1788198829000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,mean-revert target / lower magnet,29360.4,untouched,0,0,0,0,92.84999999999854,0,0
1788198829000,NY,2026-08-31,SWG-H·5m,SWG-H,A,A,breakout-retest long trigger,29443.25,ambiguous_horizon,3,0,0,3,10.0,21.0,-17.0
1788198829000,NY,2026-08-31,VWAP+1σ,VWAP*,A,A,mean-revert magnet / short reject trigger,29458.38,ambiguous_horizon,3,1,1,1,5.130000000001019,3.3699999999989814,-16.38000000000102
1788204846000,NY,2026-08-31,SWG-L·5m,SWG-L,A,A,react_zone; retest long,29422.25,untouched,0,0,0,0,25.75,0,0
1788204846000,NY,2026-08-31,VWAP,VWAP*,A,A,magnet_meanrevert; fade long,29410.98,untouched,0,0,0,0,37.02000000000044,0,0
1788204846000,NY,2026-08-31,VWAP−1σ,VWAP*,A,A,target_only; invalidation,29363.72,untouched,0,0,0,0,84.27999999999884,0,0
1788204846000,NY,2026-08-31,SWG-H·15m,SWG-H,A,A,react_zone; fade/break reference,29445.5,untouched,0,0,0,0,2.5,0,0
1788204846000,NY,2026-08-31,OB(bear)·4h (HTF),OB,A,,target_only,29563.12,untouched,0,0,0,0,115.11999999999898,0,0
1788214712000,ASIA,2026-08-31,VWAP−1σ,VWAP*,A,A,monitor,29504.19,ambiguous_horizon,15,1,4,10,1.4399999999986903,2.8100000000013097,-4.18999999999869
1788214712000,ASIA,2026-08-31,ONL,ONL,A,A,monitor,29499.0,ambiguous_horizon,17,4,5,8,3.75,8.25,-2.25
1788214712000,ASIA,2026-08-31,VWAP,VWAP*,A,A,monitor,29507.96,ambiguous_horizon,13,3,3,7,5.209999999999127,0.0,-15.959999999999127
1788214712000,ASIA,2026-08-31,VWAP+1σ,VWAP*,A,A,monitor,29511.73,hold,10,3,2,5,8.979999999999563,0.0,-22.229999999999563
1788214712000,ASIA,2026-08-31,OR-H,OR-H,A,A,monitor,29517.0,hold,11,9,2,0,14.25,0.0,-18.75
1788214712000,ASIA,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29520.25,hold,6,4,1,1,17.5,0.0,-20.75
1788214712000,ASIA,2026-08-31,ONH,ONH,A,A,monitor,29524.0,break,5,2,2,1,21.25,19.75,-2.25
1788214712000,ASIA,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29538.0,break,7,2,2,3,35.25,19.75,-4.5
1788214712000,ASIA,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29461.75,ambiguous_horizon,6,1,2,3,41.0,16.5,-10.75
1788214712000,ASIA,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29422.25,break,1,0,1,0,80.5,66.5,-28.25
1788214712000,ASIA,2026-08-31,OR-L,OR-L,C,C,monitor,29417.0,break,1,0,1,0,85.75,61.25,-33.5
1788214712000,ASIA,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29382.5,break,1,0,1,0,120.25,39.5,0.0
1788242469000,ASIA,2026-08-31,ONH,ONH,A,A,monitor,29571.0,untouched,0,0,0,0,7.75,0,0
1788242469000,ASIA,2026-08-31,PDH,PDH,A,A,monitor,29538.75,hold,6,2,1,3,24.5,0.5,-19.25
1788242469000,ASIA,2026-08-31,SWG-H·15m,SWG-H,A,A,monitor,29522.5,ambiguous_horizon,4,2,1,1,40.75,8.5,-15.75
1788242469000,ASIA,2026-08-31,RTH-H,RTH-H,A,A,monitor,29517.0,hold,4,3,1,0,46.25,3.0,-21.25
1788242469000,ASIA,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29502.25,break,1,0,1,0,61.0,26.0,-6.75
1788242469000,ASIA,2026-08-31,SWG-H·5m,SWG-H,A,A,monitor,29498.25,break,1,0,1,0,65.0,29.75,-1.25
1788242469000,ASIA,2026-08-31,VWAP,VWAP*,A,A,monitor,29492.75,break,1,0,1,0,70.5,24.25,-2.5
1788242469000,ASIA,2026-08-31,SWG-L·5m,SWG-L,A,A,monitor,29485.5,break,1,0,1,0,77.75,17.0,0.0
1788242469000,ASIA,2026-08-31,SWG-L·15m,SWG-L,A,A,monitor,29477.0,break,2,1,1,0,86.25,28.75,-6.25
1788242469000,ASIA,2026-08-31,PDC,PDC,A,A,monitor,29473.25,break,2,1,1,0,90.0,25.0,-3.25
1788242469000,ASIA,2026-08-31,ONL,ONL,A,A,monitor,29435.75,break,1,0,1,0,127.5,25.75,-14.75
1788242469000,ASIA,2026-08-31,POC,POC,A,A,monitor,29418.62,break,1,0,1,0,144.63000000000102,62.86999999999898,-31.88000000000102
1788245371000,LONDON,2026-09-01,VWAP+1σ,VWAP*,A,A,monitor,29522.61,hold,3,2,1,0,6.389999999999418,10.860000000000582,-27.139999999999418
1788245371000,LONDON,2026-09-01,VWAP+2σ,VWAP*,A,A,monitor,29547.76,hold,3,3,0,0,18.7599999999984,7.240000000001601,-28.0099999999984
1788245371000,LONDON,2026-09-01,VWAP,VWAP*,A,A,monitor,29497.46,break,1,0,1,0,31.540000000000873,28.959999999999127,-2.040000000000873
1788248907000,LONDON,2026-09-01,VWAP,VWAP*,A,A,short_reject,29500.21,untouched,0,0,0,0,25.459999999999127,0,0
1788248907000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,breakdown_trigger,29447.5,break,2,1,1,0,27.25,25.75,-1.5
1788248907000,LONDON,2026-09-01,OB(bull)·1h,OB,C,C,confluence_target,29432.25,break,1,0,1,0,42.5,22.25,-18.25
1788248907000,LONDON,2026-09-01,OB(bull)·1h (HTF),OB,A,,target_only,29422.12,break,1,0,1,0,52.63000000000102,66.36999999999898,-28.38000000000102
1788248907000,LONDON,2026-09-01,PDL,PDL,A,A,react_zone,29354.0,break,1,0,1,0,120.75,33.75,-8.0
1788256363000,LONDON,2026-09-01,ONL,ONL,A,A,target,29182.0,hold,7,4,3,0,38.0,0.0,-21.5
1788256363000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,target,29186.0,hold,6,2,3,1,34.0,0.5,-19.75
1788256363000,LONDON,2026-09-01,OB(bull)·1h (HTF),OB,A,A,target,29201.5,hold,10,3,5,2,18.5,0.0,-20.0
1788256363000,LONDON,2026-09-01,Demand·1h,DEMAND,C,C,confluence only,29212.5,ambiguous_horizon,11,3,6,2,7.5,11.25,-15.75
1788256363000,LONDON,2026-09-01,VWAP−2σ,VWAP*,A,A,watch,29231.63,break,8,2,6,0,11.630000000001019,17.61999999999898,0.0
1788256363000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,watch,29246.75,ambiguous_horizon,5,1,3,1,26.75,10.75,-14.0
1788256363000,LONDON,2026-09-01,SWG-H·5m,SWG-H,A,A,watch,29280.0,break,2,0,2,0,60.0,25.75,-13.25
1788256363000,LONDON,2026-09-01,OB(bull)·1h (HTF),OB,A,A,target,29324.5,untouched,0,0,0,0,104.5,0,0
1788256363000,LONDON,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet,29335.76,untouched,0,0,0,0,115.7599999999984,0,0
1788256363000,LONDON,2026-09-01,RTH-L,RTH-L,A,A,flip,29354.0,untouched,0,0,0,0,134.0,0,0
1788256363000,LONDON,2026-09-01,pdVWAP,pdVWAP,A,A,magnet,29415.82,untouched,0,0,0,0,195.8199999999997,0,0
1788258870000,LONDON,2026-09-01,OB(bear)·4h,OB,C,C,target,29154.38,ambiguous_horizon,15,8,4,3,96.36999999999898,16.38000000000102,-19.36999999999898
1788258870000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,hold,29201.25,ambiguous_horizon,9,2,5,2,49.5,12.25,-13.75
1788258870000,LONDON,2026-09-01,SWG-H·5m,SWG-H,A,A,first-resistance,29227.75,break,6,0,5,1,23.0,24.25,-16.5
1788258870000,LONDON,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet,29323.92,untouched,0,0,0,0,73.16999999999825,0,0
1788258870000,LONDON,2026-09-01,VWAP,VWAP*,A,A,death-line,29433.23,untouched,0,0,0,0,182.47999999999956,0,0
1788258870000,LONDON,2026-09-01,Supply·4h,SUPPLY,A,A,target,29462.5,untouched,0,0,0,0,211.75,0,0
1788264452000,LONDON,2026-09-01,EQL·4h,EQL,A,A,support/decision,29202.5,break,5,1,4,0,34.75,21.75,-8.0
1788264452000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,long reject/touch,29182.0,break,5,3,2,0,14.25,26.25,-1.25
1788264452000,LONDON,2026-09-01,ONL,ONL,A,A,break/trigger,29177.5,hold,5,3,2,0,9.75,0.0,-22.0
1788264452000,LONDON,2026-09-01,VWAP−2σ,VWAP*,A,A,long reject/target,29161.96,ambiguous_horizon,11,6,4,1,5.790000000000873,11.790000000000873,-23.959999999999127
1788264452000,LONDON,2026-09-01,SWG-H·5m,SWG-H,A,A,target/resistance,29258.0,hold,3,1,2,0,90.25,2.75,-23.75
1788264452000,LONDON,2026-09-01,iFVG(bear)·4h,IFVG,A,A,target_only,29280.88,break,2,0,2,0,113.13000000000102,24.86999999999898,-14.130000000001019
1788264452000,LONDON,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet/target,29285.56,break,2,0,2,0,117.81000000000131,20.18999999999869,0.0
1788267393000,LONDON,2026-09-01,ONL,ONL,A,A,break/sweep-reclaim reference,29123.25,break,18,12,5,1,4.75,23.25,-2.75
1788267393000,LONDON,2026-09-01,VWAP−2σ,VWAP*,A,A,target / first-touch reaction,29100.81,ambiguous_horizon,13,6,5,2,27.18999999999869,14.31000000000131,-15.93999999999869
1788267393000,LONDON,2026-09-01,OB(bull)·1h (HTF),OB,A,A,target only,29085.0,hold,7,3,4,0,43.0,2.25,-17.5
1788267393000,LONDON,2026-09-01,Demand·1h (HTF),DEMAND,A,A,target only,29076.5,hold,5,1,4,0,51.5,6.5,-22.25
1788267393000,LONDON,2026-09-01,OB(bull)·4h,OB,C,C,target only,28970.38,untouched,0,0,0,0,157.61999999999898,0,0
1788267393000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,reject reference,29138.0,hold,20,12,4,4,10.0,0.0,-40.5
1788267393000,LONDON,2026-09-01,SWG-L·5m,SWG-L,A,A,reject reference,29177.5,hold,5,3,2,0,49.5,0.0,-22.0
1788267393000,LONDON,2026-09-01,SWG-L·15m,SWG-L,A,A,reject reference,29182.0,break,5,3,2,0,54.0,26.25,-1.25
1788267393000,LONDON,2026-09-01,OB(bull)·1h,OB,C,C,confluence reference,29212.5,break,5,1,4,0,84.5,22.0,-16.0
1788267393000,LONDON,2026-09-01,VWAP−1σ,VWAP*,A,A,mean-revert magnet,29241.4,break,5,1,4,0,113.40000000000146,26.849999999998545,-7.400000000001455
1788268006000,NY,2026-09-01,ONL,ONL,C,C,breakdown trigger/target,29122.75,hold,17,12,4,1,24.25,2.25,-36.0
1788268006000,NY,2026-09-01,Demand·4h (HTF),DEMAND,A,,target,29099.12,ambiguous_horizon,13,7,5,1,0.6199999999989814,5.380000000001019,-16.36999999999898
1788268006000,NY,2026-09-01,VWAP−2σ,VWAP*,A,A,react/target,29094.31,hold,11,6,5,0,4.18999999999869,11.56000000000131,-20.68999999999869
1788268006000,NY,2026-09-01,EQL·15m (HTF),EQL,A,A,liquidity target,29200.5,break,5,1,4,0,102.0,23.75,-6.0
1788268006000,NY,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet,29236.68,break,5,1,4,0,138.1800000000003,31.56999999999971,-2.680000000000291
1788270796000,NY,2026-09-01,EQL·4h (HTF),EQL,A,A,target_only,28947.75,untouched,0,0,0,0,176.75,0,0
1788270796000,NY,2026-09-01,VWAP−2σ,VWAP*,A,A,support_cluster,28963.03,untouched,0,0,0,0,161.47000000000116,0,0
1788270796000,NY,2026-09-01,OB(bull)·4h (HTF),OB,A,A,target_only,28970.38,untouched,0,0,0,0,154.11999999999898,0,0
1788270796000,NY,2026-09-01,OR-L,OR-L,A,A,fulcrum,29062.75,break,2,0,2,0,61.75,20.0,-5.5
1788270796000,NY,2026-09-01,ONL,ONL,A,A,first_target,29082.75,break,2,0,2,0,41.75,22.75,-14.5
1788270796000,NY,2026-09-01,EQL·4h (HTF),EQL,A,A,flip_reclaim,29095.5,hold,7,5,2,0,29.0,6.5,-41.75
1788270796000,NY,2026-09-01,OR-H,OR-H,A,A,breakout_ref,29125.0,hold,12,8,2,2,0.5,0.0,-24.25
1788270796000,NY,2026-09-01,VWAP−1σ,VWAP*,A,A,short_reject_band,29137.29,hold,16,9,3,4,12.790000000000873,1.4599999999991269,-52.29000000000087
1788270796000,NY,2026-09-01,SWG-H·5m,SWG-H,A,A,resistance_ref,29238.25,break,5,1,4,0,113.75,30.0,-4.25
1788272444000,NY,2026-09-01,SWG-H·5m,SWG-H,A,A,first downside support / target,29157.75,hold,9,5,3,1,4.5,2.0,-30.25
1788272444000,NY,2026-09-01,VWAP−1σ,VWAP*,A,A,mean-revert magnet below,29101.38,hold,6,4,1,1,51.86999999999898,0.0,-31.11999999999898
1788272444000,NY,2026-09-01,OB(bull)·1h,OB,C,C,htf confluence / breakdown trigger,29085.0,break,2,0,2,0,68.25,25.0,-12.25
1788272444000,NY,2026-09-01,VWAP,VWAP*,A,A,mean-revert magnet above,29274.42,break,2,0,2,0,121.16999999999825,21.080000000001746,-7.669999999998254
1788276279000,NY,2026-09-01,EQL·15m (HTF),EQL,A,A,probe/liquidity reference,29182.0,hold,3,2,1,0,27.5,11.5,-27.5
1788276279000,NY,2026-09-01,EQL·15m (HTF),EQL,A,A,reject trigger for short,29170.0,break,3,0,3,0,39.5,21.75,-14.0
1788276279000,NY,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet / target,29102.19,hold,6,4,1,1,107.31000000000131,0.0,-30.31000000000131
1788276279000,NY,2026-09-01,SWG-L·5m,SWG-L,A,A,long-invalid / react zone,29040.0,break,2,0,2,0,169.5,25.75,0.0
1788276279000,NY,2026-09-01,Supply·1h,SUPPLY,C,C,htf confluence; rejection ref,29209.25,hold,3,2,1,0,0.25,0.0,-24.0
1788276279000,NY,2026-09-01,VWAP,VWAP*,A,A,mean-reversion magnet,29261.19,break,2,0,2,0,51.68999999999869,29.31000000000131,-4.18999999999869
1788276279000,NY,2026-09-01,eVWAP,eVWAP,A,A,death/invalidation,29266.78,break,2,0,2,0,57.279999999998836,23.720000000001164,-0.5299999999988358
1788285602000,NY,2026-09-01,SWG-L·5m,SWG-L,A,A,react,29130.0,break,4,2,1,1,4.75,18.5,0.0
1788285602000,NY,2026-09-01,SWG-H·5m,SWG-H,A,A,react,29162.0,untouched,0,0,0,0,27.25,0,0
1788285602000,NY,2026-09-01,SWG-H·5m,SWG-H,A,A,react,29197.5,untouched,0,0,0,0,62.75,0,0
1788285602000,NY,2026-09-01,eVWAP,eVWAP,A,A,fade,29248.19,untouched,0,0,0,0,113.43999999999869,0,0
1788285602000,NY,2026-09-01,SWG-L·5m,SWG-L,A,A,react,29100.5,ambiguous_horizon,5,3,1,1,34.25,10.25,-18.0
1788285602000,NY,2026-09-01,SWG-L·15m,SWG-L,A,A,react,29040.0,break,2,0,2,0,94.75,25.75,0.0
1788285602000,NY,2026-09-01,VWAP−2σ,VWAP*,A,A,react,28960.89,untouched,0,0,0,0,173.86000000000058,0,0
1788301394000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,monitor,29110.38,hold,13,6,4,3,1.6199999999989814,2.1300000000010186,-26.86999999999898
1788301394000,ASIA,2026-09-01,ONL,ONL,A,A,monitor,29101.5,hold,16,9,6,1,10.5,0.0,-25.0
1788301394000,ASIA,2026-09-01,SWG-L·5m,SWG-L,A,A,monitor,29092.75,hold,18,8,9,1,19.25,0.0,-19.0
1788301394000,ASIA,2026-09-01,VWAP,VWAP*,A,A,monitor,29119.95,ambiguous_horizon,15,10,3,2,7.950000000000728,4.799999999999272,-9.950000000000728
1788301394000,ASIA,2026-09-01,OR-H,OR-H,C,C,monitor,29125.0,ambiguous_horizon,14,7,4,3,13.0,0.0,-15.0
1788301394000,ASIA,2026-09-01,SWG-L·5m,SWG-L,A,A,monitor,29086.0,hold,24,7,10,7,26.0,0.0,-25.75
1788301394000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,monitor,29129.51,ambiguous_horizon,16,6,6,4,17.5099999999984,9.2400000000016,-3.0099999999983993
1788301394000,ASIA,2026-09-01,VWAP+2σ,VWAP*,A,A,monitor,29139.07,ambiguous_horizon,19,10,5,4,27.06999999999971,4.680000000000291,-9.319999999999709
1788301394000,ASIA,2026-09-01,OR-L,OR-L,C,C,monitor,29062.75,ambiguous_horizon,25,8,7,10,49.25,15.5,-15.25
1788301394000,ASIA,2026-09-01,ONH,ONH,A,A,monitor,29150.5,ambiguous_horizon,22,7,7,8,38.5,20.75,-20.5
1788301394000,ASIA,2026-09-01,RTH-L,RTH-L,A,A,monitor,29354.0,untouched,0,0,0,0,242.0,0,0
1788301394000,ASIA,2026-09-01,PDC,PDC,A,A,monitor,29473.25,untouched,0,0,0,0,361.25,0,0
1788303641000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,monitor,29129.82,ambiguous_horizon,15,6,6,3,4.430000000000291,2.319999999999709,-3.680000000000291
1788303641000,ASIA,2026-09-01,VWAP+2σ,VWAP*,A,A,monitor,29138.8,ambiguous_horizon,18,9,5,4,4.549999999999272,4.950000000000728,-9.049999999999272
1788303641000,ASIA,2026-09-01,VWAP,VWAP*,A,A,monitor,29120.83,hold,13,10,2,1,13.419999999998254,0.0,-18.919999999998254
1788303641000,ASIA,2026-09-01,POC,POC,A,A,monitor,29113.23,hold,11,4,4,3,21.020000000000437,4.979999999999563,-24.020000000000437
1788303641000,ASIA,2026-09-01,SWG-H·5m,SWG-H,A,A,monitor,29160.25,hold,22,6,9,7,26.0,7.25,-20.5
1788315292000,ASIA,2026-09-01,VWAP−2σ,VWAP*,A,A,monitor,29057.49,hold,23,9,7,7,15.0099999999984,0.0,-21.5099999999984
1788315292000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,monitor,29085.16,ambiguous_horizon,22,6,9,7,12.659999999999854,16.090000000000146,-12.909999999999854
1788315292000,ASIA,2026-09-01,SWG-L·5m,SWG-L,A,A,monitor,29047.25,ambiguous_horizon,18,7,5,6,25.25,5.0,-9.75
1788315292000,ASIA,2026-09-01,ONL,ONL,A,A,monitor,29044.0,ambiguous_horizon,15,6,5,4,28.5,8.75,-11.5
1788315292000,ASIA,2026-09-01,SWG-L·15m,SWG-L,A,A,monitor,29101.5,hold,12,7,5,0,29.0,0.0,-19.0
1788315292000,ASIA,2026-09-01,VWAP,VWAP*,A,A,monitor,29112.84,ambiguous_horizon,9,5,3,1,40.340000000000146,8.159999999999854,-14.590000000000146
1788315292000,ASIA,2026-09-01,eVWAP,eVWAP,A,A,monitor,29117.55,hold,7,6,1,0,45.04999999999927,0.4500000000007276,-21.299999999999272
1788315292000,ASIA,2026-09-01,SWG-L·15m,SWG-L,A,A,monitor,29001.75,break,5,1,4,0,70.75,35.25,-1.25
1788315292000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,monitor,29140.51,hold,13,8,3,2,68.0099999999984,0.0,-19.0099999999984
1788315292000,ASIA,2026-09-01,ONH,ONH,A,A,monitor,29171.25,break,17,7,8,2,98.75,18.25,-11.0
1788317626000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,monitor,29080.93,hold,19,6,9,4,0.31999999999970896,8.319999999999709,-24.43000000000029
1788317626000,ASIA,2026-09-01,SWG-H·5m,SWG-H,A,A,monitor,29101.25,hold,12,7,5,0,20.0,0.0,-18.75
1788317626000,ASIA,2026-09-01,VWAP,VWAP*,A,A,monitor,29109.0,ambiguous_horizon,8,4,3,1,27.75,12.0,-10.75
1788317626000,ASIA,2026-09-01,VWAP−2σ,VWAP*,A,A,monitor,29052.85,ambiguous_horizon,23,10,5,8,28.400000000001455,9.599999999998545,-4.150000000001455
1788317626000,ASIA,2026-09-01,SWG-H·5m,SWG-H,A,A,monitor,29131.25,hold,7,3,3,1,50.0,18.0,-20.75
1788317626000,ASIA,2026-09-01,SWG-H·5m,SWG-H,A,A,monitor,29145.5,hold,18,9,5,4,64.25,0.0,-24.0
1788322364000,ASIA,2026-09-01,ONL,ONL,A,A,sweep-reclaim entry / death ref,29042.25,hold,13,7,3,3,1.75,5.0,-20.25
1788322364000,ASIA,2026-09-01,Demand·4h (HTF),DEMAND,A,,target-only / invalidation ref,29031.12,hold,6,3,2,1,12.880000000001019,6.119999999998981,-17.88000000000102
1788322364000,ASIA,2026-09-01,OB(bear)·4h,OB,C,C,htf confluence only,28711.25,untouched,0,0,0,0,332.75,0,0
1788322364000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,first magnet / target,29072.75,break,18,3,13,2,28.75,17.25,-4.0
1788322364000,ASIA,2026-09-01,VWAP,VWAP*,A,A,magnet / target,29103.0,hold,9,4,4,1,59.0,0.0,-17.75
1788322364000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,target,29133.24,hold,8,4,3,1,89.2400000000016,16.0099999999984,-22.7400000000016
1788322364000,ASIA,2026-09-01,OB(bull)·1h,OB,C,C,htf confluence only,29212.5,hold,1,1,0,0,168.5,0.0,-17.25
1788322364000,ASIA,2026-09-01,OB(bull)·1h (HTF),OB,A,A,target-only,29324.5,untouched,0,0,0,0,280.5,0,0
1788322829000,ASIA,2026-09-01,Supply·4h (HTF),SUPPLY,A,A,target,29029.88,hold,6,3,2,1,25.11999999999898,4.880000000001019,-19.11999999999898
1788322829000,ASIA,2026-09-01,ONL,ONL,A,A,trigger,29035.25,hold,9,4,4,1,19.75,10.25,-19.75
1788322829000,ASIA,2026-09-01,VWAP−2σ,VWAP*,A,A,react,29040.61,hold,12,6,5,1,14.389999999999418,3.360000000000582,-19.389999999999418
1788322829000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,revert,29071.41,break,18,3,12,3,16.409999999999854,18.590000000000146,-7.1599999999998545
1788322829000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,target,29133.0,hold,8,4,3,1,78.0,16.25,-22.5
1788325096000,ASIA,2026-09-01,SWG-L·15m,SWG-L,A,A,react_zone,29044.0,hold,14,6,5,3,14.75,6.75,-24.0
1788325096000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet_meanrevert,29068.05,break,17,3,11,3,9.299999999999272,15.700000000000728,-3.7999999999992724
1788325096000,ASIA,2026-09-01,VWAP,VWAP*,A,A,magnet_meanrevert,29099.85,hold,11,6,5,0,41.099999999998545,5.150000000001455,-24.849999999998545
1788326386000,ASIA,2026-09-01,PDL,PDL,A,A,react,29001.75,break,5,1,4,0,78.25,35.25,-1.25
1788326386000,ASIA,2026-09-01,PDC,PDC,A,A,reclaim,29058.75,ambiguous_horizon,17,8,6,3,21.25,17.25,-0.75
1788326386000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,magnet,29065.3,break,16,3,10,3,14.700000000000728,19.049999999999272,-17.450000000000728
1788326386000,ASIA,2026-09-01,OB(bull)·1h,OB,C,C,confluence,29085.0,ambiguous_horizon,17,5,8,4,5.0,20.0,-10.0
1788326386000,ASIA,2026-09-01,VWAP,VWAP*,A,A,magnet,29097.88,hold,13,8,5,0,17.88000000000102,7.119999999998981,-22.88000000000102
1788326386000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,magnet,29130.45,hold,8,5,3,0,50.45000000000073,18.799999999999272,-19.950000000000728
1788326386000,ASIA,2026-09-01,RTH-H,RTH-H,A,A,target,29317.25,untouched,0,0,0,0,237.25,0,0
1788328032000,ASIA,2026-09-01,VWAP,VWAP*,A,A,magnet,29096.67,hold,11,6,5,0,0.33000000000174623,0.0,-24.169999999998254
1788328032000,ASIA,2026-09-01,VWAP−1σ,VWAP*,A,A,watch,29065.05,break,15,2,10,3,31.950000000000728,18.799999999999272,-17.700000000000728
1788328032000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,target,29128.29,hold,7,4,3,0,31.290000000000873,20.959999999999127,-23.290000000000873
1788331064000,LONDON,2026-09-02,SWG-L·5m,SWG-L,A,A,monitor,29035.25,break,6,3,2,1,3.0,38.0,-2.75
1788331064000,LONDON,2026-09-02,VWAP−2σ,VWAP*,A,A,monitor,29023.94,break,7,5,2,0,14.31000000000131,26.68999999999869,-1.5600000000013097
1788331064000,LONDON,2026-09-02,ONL,ONL,A,A,monitor,29016.5,break,4,2,2,0,21.75,29.5,0.0
1788331064000,LONDON,2026-09-02,SWG-H·5m,SWG-H,A,A,monitor,29065.75,break,15,3,9,3,27.5,21.5,0.0
1788331064000,LONDON,2026-09-02,SWG-L·5m,SWG-L,A,A,monitor,29070.0,break,15,2,11,2,31.75,17.25,-0.25
1788331064000,LONDON,2026-09-02,VWAP,VWAP*,A,A,monitor,29091.69,hold,12,3,8,1,53.43999999999869,7.06000000000131,-19.18999999999869
1788331064000,LONDON,2026-09-02,VWAP+1σ,VWAP*,A,A,monitor,29125.56,hold,4,3,1,0,87.31000000000131,23.68999999999869,-20.56000000000131
1788331881000,ASIA,2026-09-01,OB(bull)·4h (HTF),OB,A,A,target,28970.38,hold,9,3,4,2,90.86999999999898,15.630000000001019,-37.61999999999898
1788331881000,ASIA,2026-09-01,VWAP,VWAP*,A,A,magnet,29091.0,break,12,3,8,1,29.75,23.5,0.0
1788331881000,ASIA,2026-09-01,VWAP+1σ,VWAP*,A,A,magnet,29124.64,hold,3,2,1,0,63.38999999999942,24.610000000000582,-19.639999999999418
1788351326000,LONDON,2026-09-02,ONL,ONL,A,A,sweep_reclaim,28927.25,untouched,0,0,0,0,173.75,0,0
1788351326000,LONDON,2026-09-02,OB(bull)·1h (HTF),OB,A,A,target_only,28921.5,untouched,0,0,0,0,179.5,0,0
1788351326000,LONDON,2026-09-02,Supply·1h,SUPPLY,C,C,confluence_reference,29209.25,hold,2,2,0,0,108.25,0.0,-18.25
1788351326000,LONDON,2026-09-02,OB(bull)·4h (HTF),OB,A,A,target_only,29246.25,untouched,0,0,0,0,145.25,0,0
1788351326000,LONDON,2026-09-02,PDH,PDH,A,A,react_zone,29571.0,untouched,0,0,0,0,470.0,0,0
